orderable_part_id,device_id,manufacturer,family,series,product_line,device_name,part_number,manufacturer_suffix,package_code,temperature_grade_code,packing_code,package_name,temperature_range,packing_form,lifecycle,source_id,source_url,observed_at,verification_status,decode_status
renesas::r7f7016874afp-c-aa1,renesas::r7f7016874afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016874AFP-C#AA1,R7F7016874AFP-C#AA1,,LFQFP,,,QFP80,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016874afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016883afp-c,renesas::r7f7016883afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016883AFP-C,R7F7016883AFP-C,,LFQFP,,,QFP80,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016883afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016884afp-c,renesas::r7f7016884afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016884AFP-C,R7F7016884AFP-C,,LFQFP,,,QFP80,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016884afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016893afp-c,renesas::r7f7016893afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016893AFP-C,R7F7016893AFP-C,,LFQFP,,,QFP80,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016893afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016894afp-c,renesas::r7f7016894afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016894AFP-C,R7F7016894AFP-C,,LFQFP,,,QFP80,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016894afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016903afp-c-aa1,renesas::r7f7016903afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016903AFP-C#AA1,R7F7016903AFP-C#AA1,,LFQFP,,,QFP64,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016903afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016904afp-c-aa1,renesas::r7f7016904afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016904AFP-C#AA1,R7F7016904AFP-C#AA1,,LFQFP,,,QFP64,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016904afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016913afp-c,renesas::r7f7016913afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016913AFP-C,R7F7016913AFP-C,,LFQFP,,,QFP64,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016913afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016914afp-c,renesas::r7f7016914afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016914AFP-C,R7F7016914AFP-C,,LFQFP,,,QFP64,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016914afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016923afp-c,renesas::r7f7016923afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016923AFP-C,R7F7016923AFP-C,,LFQFP,,,QFP64,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016923afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016924afp-c,renesas::r7f7016924afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016924AFP-C,R7F7016924AFP-C,,LFQFP,,,QFP64,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016924afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016933afp-c-aa1,renesas::r7f7016933afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016933AFP-C#AA1,R7F7016933AFP-C#AA1,,LFQFP,,,QFP48,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016933afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016934afp-c-aa1,renesas::r7f7016934afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016934AFP-C#AA1,R7F7016934AFP-C#AA1,,LFQFP,,,QFP48,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016934afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016943afp-c,renesas::r7f7016943afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016943AFP-C,R7F7016943AFP-C,,LFQFP,,,QFP48,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016943afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016944afp-c,renesas::r7f7016944afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016944AFP-C,R7F7016944AFP-C,,LFQFP,,,QFP48,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016944afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016953afp-c,renesas::r7f7016953afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016953AFP-C,R7F7016953AFP-C,,LFQFP,,,QFP48,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016953afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7016954afp-c,renesas::r7f7016954afp-c,Renesas,RH850,RH850/F1x,F1KM-S1,R7F7016954AFP-C,R7F7016954AFP-C,,LFQFP,,,QFP48,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s1@36036924,https://www.renesas.com/products/rh850-f1km-s1/part-details/r7f7016954afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017083afp-c,renesas::r7f7017083afp-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017083AFP-C,R7F7017083AFP-C,,LFQFP,,,QFP176,-40 to +105,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017083afp-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017093afp-c-aa1,renesas::r7f7017093afp-c-aa1,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017093AFP-C#AA1,R7F7017093AFP-C#AA1,,LFQFP,,,QFP176,-40 to +105,Tray,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017093afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017103abg-c,renesas::r7f7017103abg-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017103ABG-C,R7F7017103ABG-C,,FBGA,,,BGA233,-40 to +105,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017103abg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017104abg-c,renesas::r7f7017104abg-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017104ABG-C,R7F7017104ABG-C,,FBGA,,,BGA233,-40 to +125,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017104abg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017113abg-c,renesas::r7f7017113abg-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017113ABG-C,R7F7017113ABG-C,,FBGA,,,BGA233,-40 to +105,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017113abg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017114abg-c,renesas::r7f7017114abg-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017114ABG-C,R7F7017114ABG-C,,FBGA,,,BGA233,-40 to +125,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017114abg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017143abg-c,renesas::r7f7017143abg-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017143ABG-C,R7F7017143ABG-C,,BGA324,,,BGA324,-40 to +105,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017143abg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017144abg-c,renesas::r7f7017144abg-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017144ABG-C,R7F7017144ABG-C,,BGA324,,,BGA324,-40 to +125,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017144abg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017153abg-c,renesas::r7f7017153abg-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017153ABG-C,R7F7017153ABG-C,,BGA324,,,BGA324,-40 to +105,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017153abg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017154abg-c,renesas::r7f7017154abg-c,Renesas,RH850,RH850/F1x,F1KH-D8,R7F7017154ABG-C,R7F7017154ABG-C,,BGA324,,,BGA324,-40 to +125,,active,renesas:options:rh850:rh850-f1kh-d8@36036923,https://www.renesas.com/products/rh850-f1kh-d8/part-details/r7f7017154abg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017603afp-c-aa1,renesas::r7f7017603afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F7017603AFP-C#AA1,R7F7017603AFP-C#AA1,,LFQFP,,,QFP100,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f7017603afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017603afp-c-ba1,renesas::r7f7017603afp-c-ba1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F7017603AFP-C#BA1,R7F7017603AFP-C#BA1,,LFQFP,,,QFP100,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f7017603afp-c-ba1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017623afp-c-aa1,renesas::r7f7017623afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F7017623AFP-C#AA1,R7F7017623AFP-C#AA1,,LFQFP,,,QFP144,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f7017623afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017623afp-c-ba1,renesas::r7f7017623afp-c-ba1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F7017623AFP-C#BA1,R7F7017623AFP-C#BA1,,LFQFP,,,QFP144,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f7017623afp-c-ba1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f7017643afp-c-aa1,renesas::r7f7017643afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F7017643AFP-C#AA1,R7F7017643AFP-C#AA1,,LFQFP,,,QFP176,-40 to +105,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f7017643afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f701a614afp-c-aa1,renesas::r7f701a614afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F701A614AFP-C#AA1,R7F701A614AFP-C#AA1,,QFP100,,,QFP100,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f701a614afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f701a614afp-c-ba1,renesas::r7f701a614afp-c-ba1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F701A614AFP-C#BA1,R7F701A614AFP-C#BA1,,QFP100,,,QFP100,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f701a614afp-c-ba1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f701a624afp-c-aa1,renesas::r7f701a624afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F701A624AFP-C#AA1,R7F701A624AFP-C#AA1,,QFP144,,,QFP144,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f701a624afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f701a624afp-c-ba1,renesas::r7f701a624afp-c-ba1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F701A624AFP-C#BA1,R7F701A624AFP-C#BA1,,QFP144,,,QFP144,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f701a624afp-c-ba1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f701a634afp-c-aa1,renesas::r7f701a634afp-c-aa1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F701A634AFP-C#AA1,R7F701A634AFP-C#AA1,,QFP176,,,QFP176,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f701a634afp-c-aa1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f701a634afp-c-ba1,renesas::r7f701a634afp-c-ba1,Renesas,RH850,RH850/F1x,F1KM-S2,R7F701A634AFP-C#BA1,R7F701A634AFP-C#BA1,,QFP176,,,QFP176,-40 to +125,,active,renesas:options:rh850:rh850-f1km-s2@36036922,https://www.renesas.com/products/rh850-f1km-s2/part-details/r7f701a634afp-c-ba1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702002aeaba,renesas::r7f702002aeaba,Renesas,RH850,RH850/E2x,E2M,R7F702002AEABA,R7F702002AEABA,,BGA373,,,BGA373,-40 to +150,,active,renesas:options:rh850:rh850-e2m@35967049,https://www.renesas.com/products/rh850-e2m/part-details/r7f702002aeaba,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702002aeabg,renesas::r7f702002aeabg,Renesas,RH850,RH850/E2x,E2M,R7F702002AEABG,R7F702002AEABG,,BGA292,,,BGA292,-40 to +150,,active,renesas:options:rh850:rh850-e2m@35967049,https://www.renesas.com/products/rh850-e2m/part-details/r7f702002aeabg,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702011eaba,renesas::r7f702011eaba,Renesas,RH850,RH850/E2x,E2H,R7F702011EABA,R7F702011EABA,,BGA373,,,BGA373,-40 to +150,,active,renesas:options:rh850:rh850-e2h@35967042,https://www.renesas.com/products/rh850-e2h/part-details/r7f702011eaba,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702011eabg,renesas::r7f702011eabg,Renesas,RH850,RH850/E2x,E2H,R7F702011EABG,R7F702011EABG,,BGA468,,,BGA468,-40 to +150,,active,renesas:options:rh850:rh850-e2h@35967042,https://www.renesas.com/products/rh850-e2h/part-details/r7f702011eabg,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702012aeaba,renesas::r7f702012aeaba,Renesas,RH850,RH850/E2x,E2UH,R7F702012AEABA,R7F702012AEABA,,BGA373,,,BGA373,-40 to +150,,active,renesas:options:rh850:rh850-e2uh@35967043,https://www.renesas.com/products/rh850-e2uh/part-details/r7f702012aeaba,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702012aeabg,renesas::r7f702012aeabg,Renesas,RH850,RH850/E2x,E2UH,R7F702012AEABG,R7F702012AEABG,,BGA468,,,BGA468,-40 to +150,,active,renesas:options:rh850:rh850-e2uh@35967043,https://www.renesas.com/products/rh850-e2uh/part-details/r7f702012aeabg,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702300bebbb-c,renesas::r7f702300bebbb-c,Renesas,RH850,RH850/U2A,U2A,R7F702300BEBBB-C,R7F702300BEBBB-C,,BGA373,,,BGA373,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702300bebbb-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702300bebbc-c,renesas::r7f702300bebbc-c,Renesas,RH850,RH850/U2A,U2A,R7F702300BEBBC-C,R7F702300BEBBC-C,,BGA516,,,BGA516,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702300bebbc-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702300bfaba-c,renesas::r7f702300bfaba-c,Renesas,RH850,RH850/U2A,U2A,R7F702300BFABA-C,R7F702300BFABA-C,,BGA292,,,BGA292,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702300bfaba-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702301bebba-c,renesas::r7f702301bebba-c,Renesas,RH850,RH850/U2A,U2A,R7F702301BEBBA-C,R7F702301BEBBA-C,,BGA373,,,BGA373,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702301bebba-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702301bfabg-c,renesas::r7f702301bfabg-c,Renesas,RH850,RH850/U2A,U2A,R7F702301BFABG-C,R7F702301BFABG-C,,BGA292,,,BGA292,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702301bfabg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702302fabb-c,renesas::r7f702302fabb-c,Renesas,RH850,RH850/U2A,U2A,R7F702302FABB-C,R7F702302FABB-C,,BGA292,,,BGA292,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702302fabb-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702302fabd-c,renesas::r7f702302fabd-c,Renesas,RH850,RH850/U2A,U2A,R7F702302FABD-C,R7F702302FABD-C,,BGA156,,,BGA156,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702302fabd-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702302fafk-c,renesas::r7f702302fafk-c,Renesas,RH850,RH850/U2A,U2A,R7F702302FAFK-C,R7F702302FAFK-C,,HLQFP176,,,HLQFP176,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702302fafk-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702302fafm-c,renesas::r7f702302fafm-c,Renesas,RH850,RH850/U2A,U2A,R7F702302FAFM-C,R7F702302FAFM-C,,LFQFP,,,HLQFP144,-40 to +160,,active,renesas:options:rh850:rh850-u2a@36073575,https://www.renesas.com/products/rh850-u2a/part-details/r7f702302fafm-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702546afaba-c,renesas::r7f702546afaba-c,Renesas,RH850,RH850/U2Bx,U2B,R7F702546AFABA-C,R7F702546AFABA-C,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2b@36073576,https://www.renesas.com/products/rh850-u2b/part-details/r7f702546afaba-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702546afabb-c,renesas::r7f702546afabb-c,Renesas,RH850,RH850/U2Bx,U2B,R7F702546AFABB-C,R7F702546AFABB-C,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2b@36073576,https://www.renesas.com/products/rh850-u2b/part-details/r7f702546afabb-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702546afabg-c,renesas::r7f702546afabg-c,Renesas,RH850,RH850/U2Bx,U2B,R7F702546AFABG-C,R7F702546AFABG-C,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2b@36073576,https://www.renesas.com/products/rh850-u2b/part-details/r7f702546afabg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702547afaba-c,renesas::r7f702547afaba-c,Renesas,RH850,RH850/U2Bx,U2B,R7F702547AFABA-C,R7F702547AFABA-C,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2b@36073576,https://www.renesas.com/products/rh850-u2b/part-details/r7f702547afaba-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702547afabb-c,renesas::r7f702547afabb-c,Renesas,RH850,RH850/U2Bx,U2B,R7F702547AFABB-C,R7F702547AFABB-C,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2b@36073576,https://www.renesas.com/products/rh850-u2b/part-details/r7f702547afabb-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702547afabg-c,renesas::r7f702547afabg-c,Renesas,RH850,RH850/U2Bx,U2B,R7F702547AFABG-C,R7F702547AFABG-C,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2b@36073576,https://www.renesas.com/products/rh850-u2b/part-details/r7f702547afabg-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702556bfabb-c,renesas::r7f702556bfabb-c,Renesas,RH850,RH850/U2Bx,U2B,R7F702556BFABB-C,R7F702556BFABB-C,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2b@36073576,https://www.renesas.com/products/rh850-u2b/part-details/r7f702556bfabb-c,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702606afabb-c-bc1,renesas::r7f702606afabb-c-bc1,Renesas,RH850,RH850/U2Cx,U2C,R7F702606AFABB-C#BC1,R7F702606AFABB-C#BC1,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2c@36036919,https://www.renesas.com/products/rh850-u2c/part-details/r7f702606afabb-c-bc1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702606afabb-c-hc1,renesas::r7f702606afabb-c-hc1,Renesas,RH850,RH850/U2Cx,U2C,R7F702606AFABB-C#HC1,R7F702606AFABB-C#HC1,,FBGA,,,FBGA,-40 to +160,,active,renesas:options:rh850:rh850-u2c@36036919,https://www.renesas.com/products/rh850-u2c/part-details/r7f702606afabb-c-hc1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
renesas::r7f702606afafm-c-ba1,renesas::r7f702606afafm-c-ba1,Renesas,RH850,RH850/U2Cx,U2C,R7F702606AFAFM-C#BA1,R7F702606AFAFM-C#BA1,,LFQFP,,,HLQFP144,-40 to +160,,active,renesas:options:rh850:rh850-u2c@36036919,https://www.renesas.com/products/rh850-u2c/part-details/r7f702606afafm-c-ba1,2026-08-25T06:50:16+00:00,manufacturer_product_selector_api,exact_official_orderable_code; suffix_not_inferred
